Song,Album,Album Release Date,Artist Names,Artist(s) Genres,Hot100 Ranking Year,Hot100 Rank,Song Length(ms),Spotify Link,Song Image,Spotify URI,Popularity,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Tempo,Valence,Key,Mode,Time Signature
Woman,The Ultimate Peter And Gordon,2001-02-04,['Peter And Gordon'],"['beatlesque', 'british invasion', 'british blues']",1966,79,147826,https://open.spotify.com/track/7zd7QV2lCDGGmwOxMiULVY,https://i.scdn.co/image/ab67616d00001e02a37908896feb7330a4b6491f,spotify:track:7zd7QV2lCDGGmwOxMiULVY,34,0.0621,0.392,0.552,0.00467,0.0818,-9.217,0.0335,108.621,0.53,11,1,4
You Baby (Mono),You Baby / Let Me Be,1966,['The Turtles'],"['folk rock', 'rock-and-roll', 'psychedelic rock', 'classic rock', 'bubblegum pop']",1966,80,138000,https://open.spotify.com/track/5AhnV2wQ9d2XJNKEXRWnaw,https://i.scdn.co/image/ab67616d00001e02f12f27cd6d76f7fabb759f92,spotify:track:5AhnV2wQ9d2XJNKEXRWnaw,33,0.139,0.493,0.604,1.5e-06,0.14,-8.449,0.0459,136.443,0.869,11,1,4
Sweet Talkin' Guy,The Chiffons Absolutely The Best!,2004-10-02,['The Chiffons'],"['classic girl group', 'doo-wop', 'brill building pop', 'rock-and-roll']",1966,81,146133,https://open.spotify.com/track/5GLr9bkV2czl8o7zJoWXca,https://i.scdn.co/image/ab67616d00001e022f8fd3006d5dfa9054460f53,spotify:track:5GLr9bkV2czl8o7zJoWXca,47,0.461,0.539,0.66,0.00189,0.0564,-4.834,0.0319,148.268,0.735,11,0,4
Five O'Clock World,The Vogues,2009-01-01,['The Vogues'],"['classic garage rock', 'bubblegum pop', 'sunshine pop']",1966,82,137613,https://open.spotify.com/track/4lg6bxu4GlsfFDWit7V4jM,https://i.scdn.co/image/ab67616d00001e02526603f637abbb18655e5683,spotify:track:4lg6bxu4GlsfFDWit7V4jM,49,0.588,0.497,0.768,0.0,0.151,-6.498,0.0361,126.763,0.874,9,1,4
Black Is Black,Black Is Black,2000,['Los Bravos'],['spanish invasion'],1966,83,176600,https://open.spotify.com/track/6lazLV13sV8VNGJTjL4Zeu,https://i.scdn.co/image/ab67616d00001e02ddcf42cf5d8e52405cf6248b,spotify:track:6lazLV13sV8VNGJTjL4Zeu,55,0.239,0.575,0.843,5.16e-06,0.0764,-5.931,0.0584,128.169,0.858,2,1,4
Nowhere Man - Remastered 2009,Rubber Soul (Remastered),1965-12-03,['The Beatles'],"['rock', 'british invasion', 'beatlesque', 'psychedelic rock', 'classic rock', 'merseybeat']",1966,84,163693,https://open.spotify.com/track/5SUlhldQJtOhUr2GzH5RI7,https://i.scdn.co/image/ab67616d00001e02ed801e58a9ababdea6ac7ce4,spotify:track:5SUlhldQJtOhUr2GzH5RI7,66,0.00797,0.534,0.624,0.0,0.128,-9.589,0.0462,121.402,0.687,4,1,4
Dandy,Herman's Hermits Retrospective,1966-01-01,"[""Herman's Hermits""]","['folk rock', 'singer-songwriter', 'rock-and-roll', 'british invasion', 'classic rock']",1966,85,122226,https://open.spotify.com/track/6PaoF0aLOd9XVaD4NUS1Ta,https://i.scdn.co/image/ab67616d00001e02947d3d6dc953fe02048b817d,spotify:track:6PaoF0aLOd9XVaD4NUS1Ta,21,0.0177,0.586,0.609,0.0,0.123,-8.558,0.0287,92.043,0.556,2,1,4
Baby Scratch My Back - Single Version,The Excello Singles Anthology,2003-07-24,['Slim Harpo'],"['louisiana blues', 'blues', 'harmonica blues', 'traditional blues', 'swamp rock', 'swamp blues', 'acoustic blues']",1966,86,173600,https://open.spotify.com/track/4BbLz6pVP5oXl2plR7HLMZ,https://i.scdn.co/image/ab67616d00001e02f0cf3871122092785943b264,spotify:track:4BbLz6pVP5oXl2plR7HLMZ,49,0.803,0.802,0.455,0.585,0.0607,-11.673,0.0537,122.853,0.932,5,1,4
She's Just My Style - Remastered,She's Just My Style,1966-01-01,['Gary Lewis & The Playboys'],"['british invasion', 'bubblegum pop']",1966,87,195280,https://open.spotify.com/track/6qBnFI2eznBHyHjg9kBT4K,https://i.scdn.co/image/ab67616d00001e0207701addffe8e502cdb38b2c,spotify:track:6qBnFI2eznBHyHjg9kBT4K,36,0.411,0.517,0.685,0.0,0.0728,-8.666,0.027,74.119,0.945,9,1,4
The More I See You,The More I See You,1966-01-01,['Chris Montez'],"['merseybeat', 'rock-and-roll']",1966,88,163920,https://open.spotify.com/track/2FqVUZc8DSxibYFtTiOI26,https://i.scdn.co/image/ab67616d00001e0218e626d8e71904c5153c25e0,spotify:track:2FqVUZc8DSxibYFtTiOI26,48,0.869,0.716,0.412,0.0,0.0624,-12.064,0.0354,124.251,0.51,3,1,4
I Fought the Law - Single Version,Never To Be Forgotten - The Mustang Years,1998,['The Bobby Fuller Four'],"['classic garage rock', 'bubblegum pop', 'surf music']",1966,89,138360,https://open.spotify.com/track/6Um3XCAxl9YfFmAnGl93xc,https://i.scdn.co/image/ab67616d00001e027808c94d787cfceb6b28f294,spotify:track:6Um3XCAxl9YfFmAnGl93xc,59,0.105,0.593,0.804,2.22e-06,0.047,-5.497,0.0319,148.959,0.962,7,1,4
Yellow Submarine,Yellow Submarine Songtrack,2014-01-01,['The Beatles'],"['rock', 'british invasion', 'beatlesque', 'psychedelic rock', 'classic rock', 'merseybeat']",1966,90,159160,https://open.spotify.com/track/1tdltVUBkiBCW1C3yB4zyD,https://i.scdn.co/image/ab67616d00001e02d807dd713cdfbeed142881e2,spotify:track:1tdltVUBkiBCW1C3yB4zyD,65,0.208,0.616,0.636,0.0,0.517,-7.055,0.0325,110.618,0.654,1,1,4
Hungry,The Spirit of '67,1966-11-28,"['Paul Revere & The Raiders', 'Mark Lindsay']","['folk rock', 'singer-songwriter', 'rock-and-roll', 'soft rock', 'protopunk', 'psychedelic rock', 'classic garage rock', 'country rock', 'classic rock', 'bubblegum pop', 'mellow gold', 'merseybeat', 'rockabilly']",1966,91,178866,https://open.spotify.com/track/4z4Yncn9OTayQdaln0tvXF,https://i.scdn.co/image/ab67616d00001e02790d201ef9cf3363ee78c158,spotify:track:4z4Yncn9OTayQdaln0tvXF,34,0.101,0.542,0.805,0.0,0.291,-4.906,0.0414,131.149,0.597,10,1,4
Zorba The Greek,!!Going Places!!,1965-10-01,['Herb Alpert & The Tijuana Brass'],"['easy listening', 'lounge']",1966,92,264853,https://open.spotify.com/track/5XAcKqknLkmAsnbDeJJxeN,https://i.scdn.co/image/ab67616d00001e023c893f419757910dca22bb74,spotify:track:5XAcKqknLkmAsnbDeJJxeN,33,0.155,0.532,0.641,0.264,0.0584,-12.702,0.323,82.105,0.191,5,1,4
Shapes of Things - 2015 Remaster,Shapes of Things (2015 Remaster),1977,['The Yardbirds'],"['folk rock', 'rock', 'singer-songwriter', 'british invasion', 'british blues', 'psychedelic rock', 'country rock', 'classic rock', 'album rock', 'hard rock', 'blues rock']",1966,93,145960,https://open.spotify.com/track/4OjqrdD3QILzxkGwNoMk0c,https://i.scdn.co/image/ab67616d00001e0290341ae6d3632be0c0f11026,spotify:track:4OjqrdD3QILzxkGwNoMk0c,44,0.249,0.432,0.823,0.00572,0.0953,-9.216,0.116,132.21,0.381,0,1,4
Along Comes Mary,And Then...Along Comes,1966,['The Association'],"['folk rock', 'singer-songwriter', 'soft rock', 'classic garage rock', 'country rock', 'mellow gold', 'bubblegum pop', 'sunshine pop']",1966,94,171000,https://open.spotify.com/track/3Zje70mXjYyMuzge8j24L9,https://i.scdn.co/image/ab67616d00001e0218e944ae35659c4d9637465e,spotify:track:3Zje70mXjYyMuzge8j24L9,46,0.0883,0.584,0.62,1.73e-06,0.187,-7.681,0.0513,143.561,0.857,7,1,4
"634-5789 (Soulsville, U.S.A.) - 2007 Remaster [2007 Remastered Version]",The Complete Atlantic Albums Collection,2017-11-24,['Wilson Pickett'],"['memphis soul', 'classic soul', 'southern soul', 'soul']",1966,95,177520,https://open.spotify.com/track/2gGPw8qbUilOhiSQRSvZG9,https://i.scdn.co/image/ab67616d00001e02145fdc7ef4baf72d18102773,spotify:track:2gGPw8qbUilOhiSQRSvZG9,12,0.257,0.665,0.454,0.0,0.402,-7.683,0.035,102.685,0.839,2,1,4
Devil with the Blue Dress On / Good Golly Miss Molly (Medley),The Best of Mitch Ryder & The Detroit Wheels,2005-04-26,['Mitch Ryder and The Detroit Wheels'],['detroit rock'],1966,96,212000,https://open.spotify.com/track/4d6FHaOlHLo4sGpMXaexho,https://i.scdn.co/image/ab67616d00001e02c90705ea14fcec734af9c965,spotify:track:4d6FHaOlHLo4sGpMXaexho,41,0.25,0.544,0.84,0.0,0.167,-10.409,0.0627,79.264,0.743,0,1,4
Wouldn’t It Be Nice,The Beach Boys With The Royal Philharmonic Orchestra,2018-06-08,"['The Beach Boys', 'Royal Philharmonic Orchestra']","['folk rock', 'rock', 'orchestra', 'british orchestra', 'psychedelic rock', 'classic rock', 'mellow gold', 'sunshine pop', 'baroque pop']",1966,97,193399,https://open.spotify.com/track/4gySZmwNJcFvVUR0SaELUK,https://i.scdn.co/image/ab67616d00001e02ad3d008a0940bdb6588c7319,spotify:track:4gySZmwNJcFvVUR0SaELUK,49,0.522,0.352,0.597,4.66e-06,0.142,-6.603,0.0361,125.014,0.316,9,0,4
This Old Heart Of Mine (Is Weak For You),This Old Heart Of Mine,1966,['The Isley Brothers'],"['classic soul', 'quiet storm', 'motown', 'funk', 'soul']",1966,98,172733,https://open.spotify.com/track/5c33j1xFVOL4G24zxYhssB,https://i.scdn.co/image/ab67616d00001e0263509e860d6373c622b3cc8c,spotify:track:5c33j1xFVOL4G24zxYhssB,68,0.346,0.632,0.59,0.0,0.24,-10.206,0.0305,130.287,0.953,5,1,4
Green Grass - Remastered,The Legendary Masters Series,1990-01-01,['Gary Lewis & The Playboys'],"['british invasion', 'bubblegum pop']",1966,99,135160,https://open.spotify.com/track/74coCfBHqY0ralpA8MUR4s,https://i.scdn.co/image/ab67616d00001e020a86a936118d4009942024e1,spotify:track:74coCfBHqY0ralpA8MUR4s,36,0.327,0.533,0.615,0.000592,0.218,-11.401,0.0317,172.845,0.904,0,1,4
A Well Respected Man,Kinda Kinks (Deluxe),1965-03-05,['The Kinks'],"['folk rock', 'rock', 'singer-songwriter', 'british invasion', 'protopunk', 'psychedelic rock', 'classic rock', 'art rock', 'album rock', 'glam rock']",1966,100,161586,https://open.spotify.com/track/5e3isD5st7PGYzSJuoRSIV,https://i.scdn.co/image/ab67616d00001e0240bd422af0ccd5c38fc67a49,spotify:track:5e3isD5st7PGYzSJuoRSIV,65,0.297,0.53,0.873,0.0,0.0521,-5.105,0.118,162.154,0.583,4,0,4
To Sir with Love,To Sir With Love,1967-05-12,['Lulu'],['british invasion'],1967,1,166693,https://open.spotify.com/track/0gBFr7N2D1GfhkXIIepIGG,https://i.scdn.co/image/ab67616d00001e02e8e4112d7e6f5e0cafdedf2d,spotify:track:0gBFr7N2D1GfhkXIIepIGG,50,0.361,0.546,0.399,3.18e-06,0.0995,-9.378,0.027,97.142,0.301,4,1,4
The Letter,The Letter/Neon Rainbow,1967,['The Box Tops'],"['folk rock', 'rock-and-roll', 'psychedelic rock', 'classic garage rock', 'bubblegum pop', 'merseybeat']",1967,2,112800,https://open.spotify.com/track/6RJK553YhstRzyKA4mug09,https://i.scdn.co/image/ab67616d00001e025f4604aff952dc7b0a8e511e,spotify:track:6RJK553YhstRzyKA4mug09,70,0.252,0.638,0.428,0.0,0.132,-12.156,0.0687,139.434,0.901,9,0,4
Ode To Billie Joe,Ode To Billie Joe,1967-08-21,['Bobbie Gentry'],[],1967,3,255001,https://open.spotify.com/track/4FdDorlbJTVHcH3djLbIfn,https://i.scdn.co/image/ab67616d00001e02c052a03d8f5e9e2bff95b99d,spotify:track:4FdDorlbJTVHcH3djLbIfn,55,0.721,0.637,0.189,0.0,0.0939,-10.726,0.0471,120.142,0.695,7,1,4
Windy - Remastered Version,Insight Out,1967,['The Association'],"['folk rock', 'singer-songwriter', 'soft rock', 'classic garage rock', 'country rock', 'mellow gold', 'bubblegum pop', 'sunshine pop']",1967,4,176600,https://open.spotify.com/track/1lHiKWnlJtjzA4vHnjAr39,https://i.scdn.co/image/ab67616d00001e02ca641c0426924cbf33160c3c,spotify:track:1lHiKWnlJtjzA4vHnjAr39,48,0.363,0.676,0.681,0.191,0.0967,-9.223,0.0292,132.953,0.901,5,1,4
I’m a Believer,Good Morning Have a Nice Day,2023-05-12,['The Monkees'],"['folk rock', 'heartland rock', 'singer-songwriter', 'rock-and-roll', 'soft rock', 'sunshine pop', 'beatlesque', 'classic rock', 'bubblegum pop', 'album rock', 'mellow gold']",1967,5,167373,https://open.spotify.com/track/37uFLdSgbflhl0oQDrLmWx,https://i.scdn.co/image/ab67616d00001e02449c57b607b19f27e35665db,spotify:track:37uFLdSgbflhl0oQDrLmWx,0,0.707,0.525,0.775,2.07e-05,0.217,-6.05,0.0344,79.856,0.961,0,1,4
Light My Fire,The Doors,1967-01-04,['The Doors'],"['rock', 'acid rock', 'psychedelic rock', 'classic rock', 'album rock', 'hard rock']",1967,6,429760,https://open.spotify.com/track/5uvosCdMlFdTXhoazkTI5R,https://i.scdn.co/image/ab67616d00001e025b96a8c5d61be8878452f8f1,spotify:track:5uvosCdMlFdTXhoazkTI5R,72,0.369,0.413,0.725,2.16e-05,0.0905,-5.787,0.0324,124.618,0.44,3,0,4
Somethin' Stupid,The World We Knew,1967-08,"['Frank Sinatra', 'Nancy Sinatra']","['easy listening', 'sunshine pop', 'lounge', 'adult standards']",1967,7,162493,https://open.spotify.com/track/4feXcsElKIVsGwkbnTHAfV,https://i.scdn.co/image/ab67616d00001e023e2331ff09f59ea3c87fe5d6,spotify:track:4feXcsElKIVsGwkbnTHAfV,74,0.736,0.257,0.338,0.0,0.252,-12.902,0.0357,207.356,0.544,4,1,4
Happy Together,Happy Together,1967,['The Turtles'],"['folk rock', 'rock-and-roll', 'psychedelic rock', 'classic rock', 'bubblegum pop']",1967,8,176293,https://open.spotify.com/track/1JO1xLtVc8mWhIoE3YaCL0,https://i.scdn.co/image/ab67616d00001e0272649ad8e79d1e8bdd54c929,spotify:track:1JO1xLtVc8mWhIoE3YaCL0,77,0.55,0.584,0.367,1.38e-05,0.0818,-9.638,0.0328,120.175,0.588,6,0,4
Groovin',Groovin' (Mono),1967,['The Young Rascals'],"['folk rock', 'singer-songwriter', 'rock-and-roll', 'psychedelic rock', 'classic garage rock', 'country rock', 'bubblegum pop', 'merseybeat']",1967,9,151289,https://open.spotify.com/track/3c2kMiSB86tVq1J4oULmvL,https://i.scdn.co/image/ab67616d00001e02e93ad7c2b5032a9b07543c40,spotify:track:3c2kMiSB86tVq1J4oULmvL,62,0.595,0.605,0.455,0.0,0.0816,-8.903,0.0301,106.825,0.678,5,0,4
Can't Take My Eyes Off You,1967,2017-05-23,['Frankie Valli'],"['rock-and-roll', 'lounge', 'bubblegum pop', 'adult standards']",1967,10,203240,https://open.spotify.com/track/44fByDB76bAZekwyVAMJBI,https://i.scdn.co/image/ab67616d00001e0285b390ddc48238cd7c0446fc,spotify:track:44fByDB76bAZekwyVAMJBI,1,0.566,0.575,0.764,1.07e-05,0.0692,-7.448,0.0746,123.821,0.536,4,1,4
Little Bit O' Soul (Originally Performed by Music Explosion) [Karaoke Version],The Karaoke Channel - Sing Little Bit O' Soul Like Music Explosion,2015-09-15,['The Karaoke Channel'],['karaoke'],1967,11,142155,https://open.spotify.com/track/6hB3S9Soxx8owlTO8ETvhF,https://i.scdn.co/image/ab67616d00001e022aee12370adc1b3c165af7d2,spotify:track:6hB3S9Soxx8owlTO8ETvhF,0,0.0157,0.719,0.671,0.695,0.0692,-11.183,0.0381,129.176,0.962,6,1,4
I Think We're Alone Now - Single Version,I Think We're Alone Now,1967-01-05,['Tommy James & The Shondells'],"['folk rock', 'rock-and-roll', 'psychedelic rock', 'classic garage rock', 'country rock', 'classic rock', 'bubblegum pop', 'mellow gold']",1967,12,130320,https://open.spotify.com/track/3AXDLGI5TIYi72JcYFvNpv,https://i.scdn.co/image/ab67616d00001e02edbffa2c9100a670ec3375b3,spotify:track:3AXDLGI5TIYi72JcYFvNpv,59,0.0722,0.783,0.42,0.0316,0.0692,-11.05,0.103,131.75,0.716,11,0,4
Respect,I Never Loved a Man the Way I Love You,1967-03-10,['Aretha Franklin'],"['classic soul', 'memphis soul', 'vocal jazz', 'jazz blues', 'southern soul', 'soul']",1967,13,147600,https://open.spotify.com/track/7s25THrKz86DM225dOYwnr,https://i.scdn.co/image/ab67616d00001e026aa9314b7ddfbd8f036ba3ac,spotify:track:7s25THrKz86DM225dOYwnr,78,0.164,0.805,0.558,2.2e-05,0.0546,-5.226,0.041,114.95,0.965,0,1,4
I Was Made To Love Her,I Was Made To Love Her,1967-08-01,['Stevie Wonder'],"['soul', 'motown']",1967,14,156440,https://open.spotify.com/track/2aCKBrLn7rbhStk5k4FwnF,https://i.scdn.co/image/ab67616d00001e023acbc801a982cbd02bc782c9,spotify:track:2aCKBrLn7rbhStk5k4FwnF,57,0.0589,0.371,0.613,0.0,0.0479,-6.685,0.0452,203.732,0.873,7,0,4
Come Back When You Grow Up,Come Back When You Grow Up,1967-01-01,['Bobby Vee'],"['doo-wop', 'rock-and-roll', 'adult standards', 'rockabilly', 'brill building pop']",1967,15,138840,https://open.spotify.com/track/56syoOlt0eFhDd26cPSoee,https://i.scdn.co/image/ab67616d00001e0207518af29cd6a4c5569448a4,spotify:track:56syoOlt0eFhDd26cPSoee,37,0.833,0.646,0.188,0.0,0.123,-14.704,0.0351,115.102,0.503,7,1,4
Kind of a Drag,The Hit Singles Collection,2015,['The Buckinghams'],"['classic garage rock', 'bubblegum pop', 'merseybeat']",1967,16,126520,https://open.spotify.com/track/3RnsnfrquBAy6kIejQzc2C,https://i.scdn.co/image/ab67616d00001e02ee2dfc908390e842f6f4a83e,spotify:track:3RnsnfrquBAy6kIejQzc2C,45,0.857,0.271,0.783,0.00965,0.285,-7.996,0.0457,138.836,0.533,7,1,4
Sweet Soul Music,Sweet Soul Music,1967-09-15,['Arthur Conley'],['southern soul'],1967,17,141066,https://open.spotify.com/track/2YuIyYri67bgUXKQW5V9XW,https://i.scdn.co/image/ab67616d00001e02835216c247f4a6787177f075,spotify:track:2YuIyYri67bgUXKQW5V9XW,54,0.104,0.59,0.659,6.56e-06,0.356,-9.669,0.0697,80.201,0.965,5,1,4
Expressway (To Your Heart) - Single Version - 2019 Remaster,When the Whistle Blows Anything Goes,1967-11-15,['The Soul Survivors'],[],1967,18,138409,https://open.spotify.com/track/5BklSzHGznyYMUN52AClsx,https://i.scdn.co/image/ab67616d00001e0280fb24825d7f6adcba885b08,spotify:track:5BklSzHGznyYMUN52AClsx,38,0.177,0.507,0.401,2.38e-05,0.252,-10.962,0.045,105.067,0.558,11,1,4
Soul Man,Soul Men,1967,['Sam & Dave'],"['memphis soul', 'classic soul', 'southern soul', 'soul']",1967,19,159000,https://open.spotify.com/track/4eGHlplaq1ME8oetnTuFFf,https://i.scdn.co/image/ab67616d00001e02d526e12f9cf41ae9069660a8,spotify:track:4eGHlplaq1ME8oetnTuFFf,69,0.263,0.79,0.41,0.00314,0.174,-13.241,0.0343,112.345,0.815,0,1,4
Never My Love - Remastered Version,Insight Out,1967,['The Association'],"['folk rock', 'singer-songwriter', 'soft rock', 'classic garage rock', 'country rock', 'mellow gold', 'bubblegum pop', 'sunshine pop']",1967,20,187693,https://open.spotify.com/track/32ssNweOtmacNBEC2kHzA8,https://i.scdn.co/image/ab67616d00001e02ca641c0426924cbf33160c3c,spotify:track:32ssNweOtmacNBEC2kHzA8,58,0.171,0.435,0.428,0.000708,0.149,-11.747,0.0268,95.534,0.61,6,1,4
"Apples, Peaches, Pumpkin Pie","Apples, Peaches, Pumpkin Pie",1967-09-01,['Jay & The Techniques'],['philly soul'],1967,21,148493,https://open.spotify.com/track/1m1UTLYGCzEciEdSfpK1Yu,https://i.scdn.co/image/ab67616d00001e02e2f63d7aa7e3b14244450cd7,spotify:track:1m1UTLYGCzEciEdSfpK1Yu,42,0.424,0.637,0.715,0.0,0.113,-8.67,0.0404,139.5,0.951,10,1,4
Come On Down To My Boat,60's Gold,2006-06-27,"[""Every Mother's Son""]",[],1967,22,155200,https://open.spotify.com/track/3unFRYDotoc1a2vR08T4yN,https://i.scdn.co/image/ab67616d00001e024453e6115a25eab6abbf022c,spotify:track:3unFRYDotoc1a2vR08T4yN,38,0.455,0.602,0.688,0.0,0.0308,-7.263,0.0359,127.89,0.915,10,1,4
Incense And Peppermints,Incense And Peppermints,1967,['Strawberry Alarm Clock'],"['folk rock', 'classic garage rock', 'sunshine pop', 'psychedelic rock']",1967,23,167453,https://open.spotify.com/track/16iApoNZYaN6gbMtRRVV6B,https://i.scdn.co/image/ab67616d00001e02668eef9a15023a800efdbbba,spotify:track:16iApoNZYaN6gbMtRRVV6B,53,0.033,0.484,0.655,0.0,0.0885,-11.118,0.0316,133.158,0.634,4,1,4
Ruby Tuesday,Between The Buttons,1967-01-20,['The Rolling Stones'],"['classic rock', 'rock', 'british invasion', 'album rock']",1967,24,196493,https://open.spotify.com/track/4hupcimlg3UBbW1kAQ6vrT,https://i.scdn.co/image/ab67616d00001e028260863a56134f1516913d7f,spotify:track:4hupcimlg3UBbW1kAQ6vrT,66,0.831,0.524,0.553,0.0,0.174,-10.767,0.0292,104.578,0.517,0,1,4
It Must Be Him,It Must Be Him (Bonus Track Edition),1967-01-01,['Vikki Carr'],[],1967,25,171760,https://open.spotify.com/track/0TepCB1npldYLV9vWk8L2F,https://i.scdn.co/image/ab67616d00001e0247c4a1822ca8f71010ea1629,spotify:track:0TepCB1npldYLV9vWk8L2F,47,0.802,0.499,0.472,4.97e-05,0.672,-10.033,0.0527,108.638,0.723,4,1,4
Love Is Here And Now You're Gone,"The Supremes Sing Holland, Dozier, Holland",1967-01-23,['The Supremes'],"['disco', 'classic girl group', 'soul', 'motown']",1967,26,167906,https://open.spotify.com/track/4KUGhh0lsJ8GxQJ1Um8UrB,https://i.scdn.co/image/ab67616d00001e025422769f395bd15413e208ad,spotify:track:4KUGhh0lsJ8GxQJ1Um8UrB,40,0.383,0.575,0.643,0.0,0.0925,-7.744,0.0504,113.958,0.846,5,0,4
For What It's Worth,Buffalo Springfield,1966-12-05,['Buffalo Springfield'],"['folk rock', 'heartland rock', 'rock', 'soft rock', 'british blues', 'folk', 'psychedelic rock', 'country rock', 'classic rock', 'album rock', 'mellow gold', 'southern rock', 'blues rock']",1967,27,153693,https://open.spotify.com/track/1qRA5BS78u3gME0loMl9AA,https://i.scdn.co/image/ab67616d00001e02d231bd1716b71b6444e25f89,spotify:track:1qRA5BS78u3gME0loMl9AA,80,0.406,0.653,0.519,0.0209,0.101,-10.164,0.0497,98.883,0.822,2,1,4
Gimme Little Sign,Oogum Boogum,1967-01-01,['Brenton Wood'],['souldies'],1967,28,141329,https://open.spotify.com/track/1h4XVjt26ZCDKmeEoHxT07,https://i.scdn.co/image/ab67616d00001e02af82af61a16d677bf22f37a1,spotify:track:1h4XVjt26ZCDKmeEoHxT07,58,0.154,0.742,0.663,0.0,0.197,-5.06,0.0321,113.005,0.913,10,0,4
The Happening,The Story Of The Supremes,2008-01-01,['The Supremes'],"['disco', 'classic girl group', 'soul', 'motown']",1967,29,170466,https://open.spotify.com/track/6IrBgAF2nSiwrdbIcaCKnp,https://i.scdn.co/image/ab67616d00001e02545935d0a0df5cd8d1b8d8f9,spotify:track:6IrBgAF2nSiwrdbIcaCKnp,46,0.0571,0.306,0.739,0.0,0.134,-7.488,0.0579,172.416,0.674,8,1,4
All You Need Is Love - Remastered 2009,Magical Mystery Tour (Remastered),1967-11-27,['The Beatles'],"['rock', 'british invasion', 'beatlesque', 'psychedelic rock', 'classic rock', 'merseybeat']",1967,30,230386,https://open.spotify.com/track/68BTFws92cRztMS1oQ7Ewj,https://i.scdn.co/image/ab67616d00001e02692d9189b2bd75525893f0c1,spotify:track:68BTFws92cRztMS1oQ7Ewj,67,0.346,0.4,0.48,3.1e-05,0.155,-7.768,0.0295,103.436,0.653,7,1,4
Release Me,Release Me,1967-05-20,['Engelbert Humperdinck'],['adult standards'],1967,31,204413,https://open.spotify.com/track/0Si6MQzSdOyfWTy0LP5ojD,https://i.scdn.co/image/ab67616d00001e0274c609134e47c0cd35614d54,spotify:track:0Si6MQzSdOyfWTy0LP5ojD,56,0.839,0.205,0.299,1.06e-05,0.105,-11.076,0.0293,87.107,0.275,5,1,4
Your Precious Love,20th Century Masters: The Millennium Collection: The Best Of Marvin Gaye & Tammi Terrell,2000-04-11,"['Marvin Gaye', 'Tammi Terrell']","['classic soul', 'quiet storm', 'northern soul', 'motown', 'neo soul', 'southern soul', 'soul']",1967,32,183960,https://open.spotify.com/track/7Bizf3PgirXJhkSTgyjUWC,https://i.scdn.co/image/ab67616d00001e022c8d74f0ce5c4c2b634636cb,spotify:track:7Bizf3PgirXJhkSTgyjUWC,14,0.268,0.429,0.386,0.0,0.106,-10.611,0.0338,202.717,0.665,10,1,3
Somebody to Love,Surrealistic Pillow,1967,['Jefferson Airplane'],"['folk rock', 'rock', 'singer-songwriter', 'acid rock', 'psychedelic rock', 'classic rock', 'album rock', 'mellow gold', 'hard rock', 'blues rock']",1967,33,174840,https://open.spotify.com/track/4uGIJG1jYFonGc4LGp5uQL,https://i.scdn.co/image/ab67616d00001e022dac7a01676ddb36c1d0ec05,spotify:track:4uGIJG1jYFonGc4LGp5uQL,71,0.408,0.504,0.578,0.0,0.321,-9.302,0.031,132.411,0.654,4,1,4
Get On Up,Get On Up And Get Away,1967,['The Esquires'],['chicago soul'],1967,34,144600,https://open.spotify.com/track/43deBIFPPZo1lO18ll67Wy,https://i.scdn.co/image/ab67616d00001e02cae01357bbd5d53d0dd505a9,spotify:track:43deBIFPPZo1lO18ll67Wy,28,0.596,0.702,0.472,0.0,0.0604,-12.507,0.0316,118.001,0.963,9,1,4
Brown Eyed Girl,Blowin' Your Mind!,1967-09,['Van Morrison'],"['folk rock', 'heartland rock', 'rock', 'singer-songwriter', 'soft rock', 'folk', 'classic rock', 'mellow gold']",1967,35,183306,https://open.spotify.com/track/3yrSvpt2l1xhsV9Em88Pul,https://i.scdn.co/image/ab67616d00001e023f29a976eea00141514ab936,spotify:track:3yrSvpt2l1xhsV9Em88Pul,82,0.185,0.491,0.583,0.0,0.406,-10.964,0.0376,150.566,0.908,7,1,4
